0.05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.15000000000000002 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.25 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.35000000000000003 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.45 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.55 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.65 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.75 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.8500000000000001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.9500000000000001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1.05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1.1500000000000001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1.25 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1.35 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1.4500000000000002 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1.55 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1.6500000000000001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1.75 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1.85 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1.9500000000000002 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.0500000000000003 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.15 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.25 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.35 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.45 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.5500000000000003 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.6500000000000004 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.75 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.85 1.8897471506916077e-5 4.111842105263158e-6 7.573810149046366e-5 8.223684210526316e-6 0.0 0.0 0.0 0.0
2.95 0.0019401934840517054 0.0004564144736842105 0.00311039645600132 0.0003700657894736842 0.002969014798910351 0.00034539473684210524 0.0008449763099577445 9.868421052631579e-5
3.0500000000000003 0.04260451539842308 0.011073190789473684 0.06864477103507251 0.00890625 0.06566884165493916 0.008511513157894737 0.01814813183835129 0.0023643092105263158
3.1500000000000004 0.2919895804255763 0.08868421052631578 0.4586133871006796 0.06973684210526315 0.4510493972093343 0.06833881578947368 0.1297838695232116 0.019646381578947367
3.25 0.9169355630111473 0.348125 1.4325579163648772 0.2720065789473684 1.4133957942928292 0.2679029605263158 0.41287099449156256 0.07817023026315789
3.35 1.7636970420517837 0.8783305921052631 2.7054006161133577 0.6778618421052631 2.7021115085398777 0.673264802631579 0.8273101273249005 0.2027672697368421
3.45 2.313219076198954 1.6158675986842106 3.6828950489881986 1.2638322368421053 3.677467929385874 1.2583717105263157 0.9515963601366065 0.354765625
3.5500000000000003 2.4941288233346572 2.457849506578947 4.139607057015524 1.9612006578947367 4.135506502855264 1.955049342105263 0.8571205071894005 0.49972450657894735
3.6500000000000004 2.4604496791407233 3.3359128289473685 4.162583756036162 2.7025 4.140649171889845 2.6924424342105264 0.7758890145716524 0.6384416118421052
3.75 2.2594745816731483 4.1870394736842105 3.8219322679812144 3.4209375 3.841356479045334 3.41453125 0.6934460780823585 0.7693050986842105
3.85 2.0267212467940374 4.9917475328947365 3.4210269945262537 4.098766447368421 3.4260076220054185 4.093347039473684 0.6353814199373699 0.8956907894736842
3.95 1.7723325377869927 5.732479440789474 2.980978492987005 4.720485197368421 2.9619730349425457 4.711101973684211 0.5778734648364672 1.016685855263158
4.05 1.5619977879645202 6.418774671052631 2.5931093294816336 5.289037828947368 2.5970100956565103 5.280509868421053 0.5329712615029543 1.134000822368421
4.15 1.3710768779043918 7.051299342105263 2.2470702445066357 5.806348684210526 2.266038439401048 5.8021875 0.4890583101988801 1.24703125
4.25 1.2164861207827153 7.639876644736842 1.9801742567775584 6.284449013157895 1.9647789187989304 6.276570723684211 0.4634487415389281 1.3593667763157895
4.3500000000000005 1.0848081534945155 8.189732730263158 1.7251484808108255 6.720805921052632 1.7446560115487781 6.717861842105263 0.4372534908587813 1.4703988486842106
4.45 0.9851697216537005 8.712306743421053 1.5525818463266072 7.131776315789473 1.5514944736003635 7.128544407894736 0.4205156131810678 1.5821463815789474
4.55 0.9030745286051195 9.213104440789474 1.408507838784271 7.521554276315789 1.406249328841711 7.517697368421053 0.4007404111129024 1.6934786184210526
4.65 0.8408123107064956 9.700094572368421 1.2883743062491255 7.893930921052632 1.3050761396399146 7.894901315789474 0.3866803082818999 1.8056784539473685
4.75 0.7914281782008342 10.178408717105263 1.214331146535509 8.26016447368421 1.2024152460766233 8.257541118421052 0.3761118515725758 1.9195559210526316
4.8500000000000005 0.7468282801465079 10.648972039473684 1.1402405200897279 8.618684210526316 1.125724658803146 8.611496710526316 0.36218238611728265 2.0338815789473683
4.95 0.7230674714467021 11.123544407894737 1.0872802667047858 8.974794407894736 1.0867529848628616 8.967434210526315 0.360539993493712 2.1524300986842104
5.050000000000001 0.7039490911504865 11.604424342105263 1.0495204729734646 9.332565789473684 1.0493516040317137 9.325148026315789 0.35981170218647607 2.2755674342105263
